Morus_005283-R1	Batocarpus_005283-R1
Morus_004481-R1	Batocarpus_005284-R1
Morus_005285-R1	Batocarpus_005285-R1
Morus_005286-R1	Batocarpus_005286-R1
Morus_005287-R1	Batocarpus_005287-R1
Morus_005288-R1	Batocarpus_005288-R1
Morus_005289-R2	Batocarpus_005289-R2
Morus_005290-R1	Batocarpus_005290-R1
Morus_005291-R1	Batocarpus_005291-R1
Morus_005294-R1	Batocarpus_005294-R1
Morus_005298-R1	Batocarpus_005298-R1
Morus_005301-R1	Batocarpus_005301-R1
Morus_005302-R1	Batocarpus_005302-R1
Morus_005304-R1	Batocarpus_005304-R1
Morus_005305-R1	Batocarpus_005305-R1
Morus_005306-R1	Batocarpus_005306-R1
Morus_005308-R1	Batocarpus_005308-R1
Morus_005312-R1	Batocarpus_005312-R1
Morus_005315-R1	Batocarpus_005315-R1
Morus_005318-R1	Batocarpus_005318-R1
Morus_005320-R1	Batocarpus_005320-R1
Morus_005321-R1	Batocarpus_005321-R1
Morus_005324-R1	Batocarpus_005324-R1
Morus_005325-R1	Batocarpus_005325-R1
Morus_005327-R1	Batocarpus_005327-R1
Morus_005328-R1	Batocarpus_005328-R1
Morus_005331-R1	Batocarpus_005331-R1
Morus_005332-R1	Batocarpus_005332-R1
Morus_005336-R1	Batocarpus_005336-R1
Morus_005337-R1	Batocarpus_005337-R1
Morus_005338-R1	Batocarpus_005338-R1
Morus_005339-R1	Batocarpus_005339-R1
Morus_005340-R1	Batocarpus_005340-R1
Morus_005342-R1	Batocarpus_005342-R1
Morus_005343-R1	Batocarpus_005343-R1
Morus_005344-R1	Batocarpus_005344-R1
Morus_005345-R1	Batocarpus_005345-R1
Morus_005346-R1	Batocarpus_005346-R1
Morus_005347-R1	Batocarpus_005347-R1
Morus_005348-R1	Batocarpus_005348-R1
Morus_005350-R1	Batocarpus_005350-R1
Morus_005351-R1	Batocarpus_005351-R1
Morus_005352-R1	Batocarpus_005352-R1
Morus_005353-R1	Batocarpus_005353-R1
Morus_005354-R1	Batocarpus_005354-R1
Morus_005360-R1	Batocarpus_005360-R1
Morus_005361-R1	Batocarpus_005361-R1
Morus_005362-R1	Batocarpus_005362-R1
Morus_005363-R1	Batocarpus_005363-R1
Morus_005364-R1	Batocarpus_005364-R1
Morus_005366-R1	Batocarpus_005366-R1
Morus_005367-R1	Batocarpus_005367-R1
Morus_005368-R1	Batocarpus_005368-R1
Morus_005370-R1	Batocarpus_005370-R1
Morus_005373-R1	Batocarpus_005373-R1
Morus_005374-R1	Batocarpus_005374-R1
Morus_005376-R1	Batocarpus_005376-R1
Morus_005379-R1	Batocarpus_005379-R1
Morus_005380-R1	Batocarpus_005380-R1
Morus_005381-R1	Batocarpus_005381-R1
Morus_005385-R1	Batocarpus_005385-R1
Morus_005388-R1	Batocarpus_005388-R1
Morus_005389-R1	Batocarpus_005389-R1
Morus_005390-R1	Batocarpus_005390-R1
Morus_005391-R1	Batocarpus_005391-R1
Morus_005394-R1	Batocarpus_005394-R1
Morus_005395-R1	Batocarpus_005395-R1
Morus_005396-R1	Batocarpus_005396-R1
Morus_005398-R1	Batocarpus_005398-R1
Morus_005399-R1	Batocarpus_005399-R1
Morus_005402-R1	Batocarpus_005402-R1
Morus_005403-R1	Batocarpus_005403-R1
Morus_005404-R1	Batocarpus_005404-R1
Morus_006139-R1	Batocarpus_005405-R1
Morus_005408-R1	Batocarpus_005408-R1
Morus_005409-R1	Batocarpus_005409-R1
Morus_005411-R1	Batocarpus_005411-R1
Morus_005414-R1	Batocarpus_005414-R1
Morus_005415-R1	Batocarpus_005415-R1
Morus_005416-R1	Batocarpus_005416-R1
Morus_005418-R1	Batocarpus_005418-R1
Morus_unassigned_transcript_1719	Batocarpus_005420-R1
Morus_005423-R1	Batocarpus_005423-R1
Morus_005440-R1	Batocarpus_005440-R1
Morus_005444-R1	Batocarpus_005444-R1
Morus_005445-R1	Batocarpus_005445-R1
Morus_005447-R1	Batocarpus_005447-R1
Morus_005454-R2	Batocarpus_005454-R2
Morus_005456-R1	Batocarpus_005456-R1
Morus_005460-R1	Batocarpus_005460-R1
Morus_005461-R1	Batocarpus_005461-R1
Morus_005463-R2	Batocarpus_005463-R2
Morus_005464-R3	Batocarpus_005464-R3
Morus_005465-R1	Batocarpus_005465-R1
Morus_005467-R1	Batocarpus_005467-R1
Morus_005468-R1	Batocarpus_005468-R1
Morus_005470-R1	Batocarpus_005470-R1
Morus_005472-R1	Batocarpus_005472-R1
Morus_005474-R1	Batocarpus_005474-R1
Morus_005476-R1	Batocarpus_005476-R1
Morus_005477-R1	Batocarpus_005477-R1
Morus_005481-R1	Batocarpus_005481-R1
Morus_005482-R1	Batocarpus_005482-R1
Morus_005487-R1	Batocarpus_005487-R1
Morus_005488-R1	Batocarpus_005488-R1
Morus_005494-R1	Batocarpus_005494-R1
Morus_005499-R1	Batocarpus_005499-R1
Morus_005500-R1	Batocarpus_005500-R1
Morus_005503-R1	Batocarpus_005503-R1
Morus_005504-R1	Batocarpus_005504-R1
Morus_005505-R1	Batocarpus_005505-R1
Morus_005508-R1	Batocarpus_005508-R1
Morus_005512-R1	Batocarpus_005512-R1
Morus_005514-R1	Batocarpus_005514-R1
Morus_005516-R1	Batocarpus_005516-R1
Morus_005518-R1	Batocarpus_005518-R1
Morus_005520-R1	Batocarpus_005520-R1
Morus_005523-R1	Batocarpus_005523-R1
Morus_005527-R1	Batocarpus_005527-R1
Morus_unassigned_transcript_1616	Batocarpus_005533-R1
Morus_005537-R1	Batocarpus_005537-R1
Morus_005545-R1	Batocarpus_005545-R1
Morus_005546-R1	Batocarpus_005546-R1
Morus_005549-R1	Batocarpus_005549-R1
Morus_005551-R1	Batocarpus_005551-R1
Morus_005552-R1	Batocarpus_005552-R1
Morus_005556-R1	Batocarpus_005556-R1
Morus_005557-R2	Batocarpus_005557-R2
Morus_005560-R1	Batocarpus_005560-R1
Morus_005561-R2	Batocarpus_005561-R2
Morus_013835-R1	Batocarpus_005562-R1
Morus_005563-R1	Batocarpus_005563-R1
Morus_005564-R1	Batocarpus_005564-R1
Morus_005565-R1	Batocarpus_005565-R1
Morus_005566-R1	Batocarpus_005566-R1
Morus_005569-R1	Batocarpus_005569-R1
Morus_005571-R1	Batocarpus_005571-R1
Morus_005579-R1	Batocarpus_005579-R1
Morus_005580-R1	Batocarpus_005580-R1
Morus_005581-R1	Batocarpus_005581-R1
Morus_005583-R1	Batocarpus_005583-R1
Morus_005585-R1	Batocarpus_005585-R1
Morus_005590-R1	Batocarpus_005590-R1
Morus_005591-R1	Batocarpus_005591-R1
Morus_005592-R1	Batocarpus_005592-R1
Morus_005594-R1	Batocarpus_005594-R1
Morus_005596-R1	Batocarpus_005596-R1
Morus_005600-R1	Batocarpus_005600-R1
Morus_005601-R1	Batocarpus_005601-R1
Morus_005604-R1	Batocarpus_005604-R1
Morus_005605-R1	Batocarpus_005605-R1
Morus_005610-R1	Batocarpus_005610-R1
Morus_005613-R1	Batocarpus_005613-R1
Morus_005614-R1	Batocarpus_005614-R1
Morus_005616-R1	Batocarpus_005616-R1
Morus_005617-R1	Batocarpus_005617-R1
Morus_005618-R1	Batocarpus_005618-R1
Morus_005619-R1	Batocarpus_005619-R1
Morus_005620-R1	Batocarpus_005620-R1
Morus_005623-R1	Batocarpus_005623-R1
Morus_005624-R1	Batocarpus_005624-R1
Morus_005625-R1	Batocarpus_005625-R1
Morus_005626-R1	Batocarpus_005626-R1
Morus_005627-R1	Batocarpus_005627-R1
Morus_005630-R1	Batocarpus_005630-R1
Morus_005631-R1	Batocarpus_005631-R1
Morus_005632-R3	Batocarpus_005632-R3
Morus_005634-R1	Batocarpus_005634-R1
Morus_005636-R1	Batocarpus_005636-R1
Morus_005641-R1	Batocarpus_005641-R1
Morus_005642-R1	Batocarpus_005642-R1
Morus_005643-R1	Batocarpus_005643-R1
Morus_005644-R1	Batocarpus_005644-R1
Morus_005645-R1	Batocarpus_005645-R1
Morus_005646-R1	Batocarpus_005646-R1
Morus_005647-R1	Batocarpus_005647-R1
Morus_005648-R1	Batocarpus_005648-R1
Morus_005650-R1	Batocarpus_005650-R1
Morus_005651-R1	Batocarpus_005651-R1
Morus_005653-R1	Batocarpus_005653-R1
Morus_012935-R1	Batocarpus_005654-R1
Morus_005656-R1	Batocarpus_005656-R1
Morus_005657-R1	Batocarpus_005657-R1
Morus_005659-R1	Batocarpus_005659-R1
Morus_005660-R1	Batocarpus_005660-R1
Morus_005663-R1	Batocarpus_005663-R1
Morus_005665-R1	Batocarpus_005665-R1
Morus_005666-R1	Batocarpus_005666-R1
Morus_005667-R1	Batocarpus_005667-R1
Morus_005668-R1	Batocarpus_005668-R1
Morus_005669-R1	Batocarpus_005669-R1
Morus_005670-R1	Batocarpus_005670-R1
Morus_005671-R1	Batocarpus_005671-R1
Morus_005673-R1	Batocarpus_005673-R1
Morus_005674-R1	Batocarpus_005674-R1
Morus_005675-R1	Batocarpus_005675-R1
Morus_005679-R1	Batocarpus_005679-R1
Morus_005681-R1	Batocarpus_005681-R1
Morus_005682-R1	Batocarpus_005682-R1
Morus_005683-R1	Batocarpus_005683-R1
Morus_005684-R1	Batocarpus_005684-R1
Morus_005685-R1	Batocarpus_005685-R1
Morus_005687-R1	Batocarpus_005687-R1
Morus_005688-R1	Batocarpus_005688-R1
Morus_005691-R1	Batocarpus_005691-R1
Morus_005692-R1	Batocarpus_005692-R1
Morus_005693-R1	Batocarpus_005693-R1
Morus_005695-R1	Batocarpus_005695-R1
Morus_005696-R1	Batocarpus_005696-R1
Morus_005697-R1	Batocarpus_005697-R1
Morus_005698-R1	Batocarpus_005698-R1
Morus_005702-R1	Batocarpus_005702-R1
Morus_005706-R1	Batocarpus_005706-R1
Morus_005711-R1	Batocarpus_005711-R1
Morus_005712-R1	Batocarpus_005712-R1
Morus_005716-R1	Batocarpus_005716-R1
Morus_005717-R2	Batocarpus_005717-R2
Morus_005718-R1	Batocarpus_005718-R1
Morus_005719-R1	Batocarpus_005719-R1
Morus_005722-R1	Batocarpus_005722-R1
Morus_005723-R1	Batocarpus_005723-R1
Morus_005724-R1	Batocarpus_005724-R1
Morus_005726-R1	Batocarpus_005726-R1
Morus_005728-R1	Batocarpus_005728-R1
Morus_005730-R1	Batocarpus_005730-R1
Morus_005731-R1	Batocarpus_005731-R1
Morus_005732-R1	Batocarpus_005732-R1
Morus_005733-R1	Batocarpus_005733-R1
Morus_005734-R2	Batocarpus_005734-R2
Morus_005735-R1	Batocarpus_005735-R1
Morus_005737-R1	Batocarpus_005737-R1
Morus_005738-R1	Batocarpus_005738-R1
Morus_005740-R1	Batocarpus_005740-R1
Morus_005741-R1	Batocarpus_005741-R1
Morus_005742-R1	Batocarpus_005742-R1
Morus_005743-R1	Batocarpus_005743-R1
Morus_005745-R2	Batocarpus_005745-R2
Morus_005749-R1	Batocarpus_005749-R1
Morus_005750-R1	Batocarpus_005750-R1
Morus_005753-R1	Batocarpus_005753-R1
Morus_005754-R1	Batocarpus_005754-R1
Morus_005755-R1	Batocarpus_005755-R1
Morus_005756-R1	Batocarpus_005756-R1
Morus_005757-R1	Batocarpus_005757-R1
Morus_005761-R1	Batocarpus_005761-R1
Morus_005762-R1	Batocarpus_005762-R1
Morus_005764-R1	Batocarpus_005764-R1
Morus_005766-R1	Batocarpus_005766-R1
Morus_005768-R1	Batocarpus_005768-R1
Morus_005769-R1	Batocarpus_005769-R1
Morus_005770-R1	Batocarpus_005770-R1
Morus_005771-R1	Batocarpus_005771-R1
Morus_005772-R1	Batocarpus_005772-R1
Morus_005774-R1	Batocarpus_005774-R1
Morus_005775-R1	Batocarpus_005775-R1
Morus_005776-R1	Batocarpus_005776-R1
Morus_005777-R2	Batocarpus_005777-R2
Morus_005778-R1	Batocarpus_005778-R1
Morus_005779-R1	Batocarpus_005779-R1
Morus_005781-R1	Batocarpus_005781-R1
Morus_005782-R1	Batocarpus_005782-R1
Morus_005783-R1	Batocarpus_005783-R1
Morus_005785-R1	Batocarpus_005785-R1
Morus_005786-R1	Batocarpus_005786-R1
Morus_005787-R1	Batocarpus_005787-R1
Morus_005788-R1	Batocarpus_005788-R1
Morus_005789-R1	Batocarpus_005789-R1
Morus_005790-R1	Batocarpus_005790-R1
Morus_005791-R1	Batocarpus_005791-R1
Morus_005792-R1	Batocarpus_005792-R1
Morus_005794-R1	Batocarpus_005794-R1
Morus_005795-R1	Batocarpus_005795-R1
Morus_005796-R1	Batocarpus_005796-R1
Morus_005797-R1	Batocarpus_005797-R1
Morus_005798-R1	Batocarpus_005798-R1
Morus_005799-R1	Batocarpus_005799-R1
Morus_005800-R1	Batocarpus_005800-R1
Morus_005802-R1	Batocarpus_005802-R1
Morus_005806-R1	Batocarpus_005806-R1
Morus_005808-R1	Batocarpus_005808-R1
Morus_005809-R1	Batocarpus_005809-R1
Morus_005810-R1	Batocarpus_005810-R1
Morus_005811-R1	Batocarpus_005811-R1
Morus_005812-R1	Batocarpus_005812-R1
Morus_005815-R1	Batocarpus_005815-R1
Morus_005816-R1	Batocarpus_005816-R1
Morus_005817-R1	Batocarpus_005817-R1
Morus_005819-R1	Batocarpus_005819-R1
Morus_005821-R1	Batocarpus_005821-R1
Morus_005823-R1	Batocarpus_005823-R1
Morus_005826-R1	Batocarpus_005826-R1
Morus_005828-R1	Batocarpus_005828-R1
Morus_005829-R1	Batocarpus_005829-R1
Morus_005831-R1	Batocarpus_005831-R1
Morus_005833-R1	Batocarpus_005833-R1
Morus_005834-R1	Batocarpus_005834-R1
Morus_004381-R1	Batocarpus_005836-R1
Morus_005837-R1	Batocarpus_005837-R1
Morus_005838-R1	Batocarpus_005838-R1
Morus_005839-R1	Batocarpus_005839-R1
Morus_005841-R1	Batocarpus_005841-R1
Morus_005843-R1	Batocarpus_005843-R1
Morus_005844-R1	Batocarpus_005844-R1
Morus_005845-R1	Batocarpus_005845-R1
Morus_005846-R1	Batocarpus_005846-R1
Morus_005847-R1	Batocarpus_005847-R1
Morus_005848-R1	Batocarpus_005848-R1
Morus_005849-R1	Batocarpus_005849-R1
Morus_005850-R1	Batocarpus_005850-R1
Morus_005854-R1	Batocarpus_005854-R1
Morus_005855-R1	Batocarpus_005855-R1
Morus_005856-R1	Batocarpus_005856-R1
Morus_005857-R1	Batocarpus_005857-R1
Morus_005858-R1	Batocarpus_005858-R1
Morus_005860-R1	Batocarpus_005860-R1
Morus_005861-R1	Batocarpus_005861-R1
Morus_005862-R1	Batocarpus_005862-R1
Morus_005863-R1	Batocarpus_005863-R1
Morus_005865-R1	Batocarpus_005865-R1
Morus_005866-R1	Batocarpus_005866-R1
Morus_005867-R1	Batocarpus_005867-R1
Morus_005869-R1	Batocarpus_005869-R1
Morus_005870-R1	Batocarpus_005870-R1
Morus_005871-R2	Batocarpus_005871-R2
Morus_005875-R1	Batocarpus_005875-R1
Morus_005876-R1	Batocarpus_005876-R1
Morus_005877-R1	Batocarpus_005877-R1
Morus_005878-R1	Batocarpus_005878-R1
Morus_005879-R1	Batocarpus_005879-R1
Morus_005880-R1	Batocarpus_005880-R1
Morus_005881-R1	Batocarpus_005881-R1
Morus_005882-R1	Batocarpus_005882-R1
Morus_005883-R1	Batocarpus_005883-R1
Morus_005884-R1	Batocarpus_005884-R1
Morus_005886-R1	Batocarpus_005886-R1
Morus_005888-R1	Batocarpus_005888-R1
Morus_005890-R1	Batocarpus_005890-R1
Morus_005892-R1	Batocarpus_005892-R1
Morus_005894-R1	Batocarpus_005894-R1
Morus_005896-R1	Batocarpus_005896-R1
Morus_005897-R1	Batocarpus_005897-R1
Morus_005902-R1	Batocarpus_005902-R1
Morus_005904-R1	Batocarpus_005904-R1
Morus_005905-R1	Batocarpus_005905-R1
Morus_005906-R1	Batocarpus_005906-R1
Morus_005909-R1	Batocarpus_005909-R1
Morus_005914-R1	Batocarpus_005914-R1
Morus_005915-R1	Batocarpus_005915-R1
Morus_005919-R1	Batocarpus_005919-R1
Morus_005921-R1	Batocarpus_005921-R1
Morus_005923-R1	Batocarpus_005923-R1
Morus_018981-R1	Batocarpus_005924-R1
Morus_005926-R1	Batocarpus_005926-R1
Morus_005927-R1	Batocarpus_005927-R1
Morus_005928-R1	Batocarpus_005928-R1
Morus_005932-R1	Batocarpus_005932-R1
Morus_005934-R1	Batocarpus_005934-R1
Morus_005935-R1	Batocarpus_005935-R1
Morus_005936-R1	Batocarpus_005936-R1
Morus_005937-R1	Batocarpus_005937-R1
Morus_005938-R1	Batocarpus_005938-R1
Morus_005939-R1	Batocarpus_005939-R1
Morus_005941-R1	Batocarpus_005941-R1
Morus_005942-R1	Batocarpus_005942-R1
Morus_005944-R2	Batocarpus_005944-R2
Morus_005945-R1	Batocarpus_005945-R1
Morus_005949-R1	Batocarpus_005949-R1
Morus_005950-R1	Batocarpus_005950-R1
Morus_005952-R1	Batocarpus_005952-R1
Morus_005954-R1	Batocarpus_005954-R1
Morus_005955-R1	Batocarpus_005955-R1
Morus_005956-R1	Batocarpus_005956-R1
Morus_005957-R1	Batocarpus_005957-R1
Morus_005960-R1	Batocarpus_005960-R1
Morus_005961-R1	Batocarpus_005961-R1
Morus_005962-R1	Batocarpus_005962-R1
Morus_005965-R1	Batocarpus_005965-R1
Morus_005967-R2	Batocarpus_005967-R2
Morus_005968-R1	Batocarpus_005968-R1
Morus_005969-R1	Batocarpus_005969-R1
Morus_005976-R1	Batocarpus_005976-R1
Morus_005977-R1	Batocarpus_005977-R1
Morus_005978-R1	Batocarpus_005978-R1
Morus_005979-R1	Batocarpus_005979-R1
Morus_005980-R1	Batocarpus_005980-R1
Morus_005981-R1	Batocarpus_005981-R1
Morus_005983-R1	Batocarpus_005983-R1
Morus_005984-R2	Batocarpus_005984-R2
Morus_005985-R1	Batocarpus_005985-R1
Morus_005986-R1	Batocarpus_005986-R1
Morus_005988-R1	Batocarpus_005988-R1
Morus_005990-R1	Batocarpus_005990-R1
Morus_005991-R1	Batocarpus_005991-R1
Morus_005993-R1	Batocarpus_005993-R1
Morus_005994-R1	Batocarpus_005994-R1
Morus_005995-R1	Batocarpus_005995-R1
Morus_005996-R1	Batocarpus_005996-R1
Morus_005997-R1	Batocarpus_005997-R1
Morus_005998-R1	Batocarpus_005998-R1
Morus_006001-R1	Batocarpus_006001-R1
Morus_006002-R1	Batocarpus_006002-R1
Morus_006003-R1	Batocarpus_006003-R1
Morus_006004-R1	Batocarpus_006004-R1
Morus_006005-R1	Batocarpus_006005-R1
Morus_006006-R1	Batocarpus_006006-R1
Morus_006008-R1	Batocarpus_006008-R1
Morus_006009-R1	Batocarpus_006009-R1
Morus_006010-R1	Batocarpus_006010-R1
Morus_006012-R1	Batocarpus_006012-R1
Morus_006013-R6	Batocarpus_006013-R6
Morus_006015-R1	Batocarpus_006015-R1
Morus_006016-R2	Batocarpus_006016-R2
Morus_006017-R1	Batocarpus_006017-R1
Morus_006020-R1	Batocarpus_006020-R1
Morus_006021-R1	Batocarpus_006021-R1
Morus_006023-R1	Batocarpus_006023-R1
Morus_006026-R1	Batocarpus_006026-R1
Morus_006027-R1	Batocarpus_006027-R1
Morus_006028-R1	Batocarpus_006028-R1
Morus_006029-R1	Batocarpus_006029-R1
Morus_006030-R1	Batocarpus_006030-R1
Morus_006031-R1	Batocarpus_006031-R1
Morus_006032-R1	Batocarpus_006032-R1
Morus_unassigned_transcript_1582	Batocarpus_006035-R1
Morus_006036-R1	Batocarpus_006036-R1
Morus_006038-R1	Batocarpus_006038-R1
Morus_006039-R1	Batocarpus_006039-R1
Morus_006040-R1	Batocarpus_006040-R1
Morus_006041-R1	Batocarpus_006041-R1
Morus_006042-R1	Batocarpus_006042-R1
Morus_006045-R1	Batocarpus_006045-R1
Morus_006047-R1	Batocarpus_006047-R1
Morus_006048-R1	Batocarpus_006048-R1
Morus_006049-R1	Batocarpus_006049-R1
Morus_006051-R1	Batocarpus_006051-R1
Morus_006052-R1	Batocarpus_006052-R1
Morus_006053-R1	Batocarpus_006053-R1
Morus_006054-R3	Batocarpus_006054-R3
Morus_006058-R1	Batocarpus_006058-R1
Morus_006059-R1	Batocarpus_006059-R1
Morus_006062-R1	Batocarpus_006062-R1
Morus_006063-R1	Batocarpus_006063-R1
Morus_006064-R1	Batocarpus_006064-R1
Morus_006065-R1	Batocarpus_006065-R1
Morus_006067-R1	Batocarpus_006067-R1
Morus_006068-R1	Batocarpus_006068-R1
Morus_006069-R1	Batocarpus_006069-R1
Morus_006070-R1	Batocarpus_006070-R1
Morus_006071-R1	Batocarpus_006071-R1
Morus_006072-R1	Batocarpus_006072-R1
Morus_006075-R1	Batocarpus_006075-R1
Morus_006076-R1	Batocarpus_006076-R1
Morus_006078-R1	Batocarpus_006078-R1
Morus_006080-R1	Batocarpus_006080-R1
Morus_006084-R1	Batocarpus_006084-R1
Morus_006085-R1	Batocarpus_006085-R1
Morus_006086-R1	Batocarpus_006086-R1
Morus_006088-R1	Batocarpus_006088-R1
Morus_006089-R1	Batocarpus_006089-R1
Morus_006090-R1	Batocarpus_006090-R1
Morus_006093-R2	Batocarpus_006093-R2
Morus_006094-R1	Batocarpus_006094-R1
Morus_006097-R1	Batocarpus_006097-R1
Morus_006099-R1	Batocarpus_006099-R1
Morus_006100-R1	Batocarpus_006100-R1
Morus_006104-R1	Batocarpus_006104-R1
Morus_006107-R1	Batocarpus_006107-R1
Morus_006108-R1	Batocarpus_006108-R1
Morus_006109-R1	Batocarpus_006109-R1
Morus_006110-R1	Batocarpus_006110-R1
Morus_006111-R1	Batocarpus_006111-R1
Morus_006113-R1	Batocarpus_006113-R1
Morus_006115-R1	Batocarpus_006115-R1
Morus_006116-R1	Batocarpus_006116-R1
Morus_006118-R1	Batocarpus_006118-R1
Morus_006120-R1	Batocarpus_006120-R1
Morus_006121-R1	Batocarpus_006121-R1
Morus_006122-R1	Batocarpus_006122-R1
Morus_006124-R1	Batocarpus_006124-R1
Morus_006126-R1	Batocarpus_006126-R1
Morus_006128-R1	Batocarpus_006128-R1
Morus_006129-R1	Batocarpus_006129-R1
Morus_006130-R1	Batocarpus_006130-R1
Morus_006132-R1	Batocarpus_006132-R1
Morus_006134-R1	Batocarpus_006134-R1
Morus_006140-R1	Batocarpus_006140-R1
Morus_006142-R1	Batocarpus_006142-R1
Morus_006146-R1	Batocarpus_006146-R1
Morus_006147-R1	Batocarpus_006147-R1
Morus_006148-R1	Batocarpus_006148-R1
Morus_006149-R1	Batocarpus_006149-R1
Morus_006150-R1	Batocarpus_006150-R1
Morus_006151-R1	Batocarpus_006151-R1
Morus_006153-R1	Batocarpus_006153-R1
Morus_006154-R1	Batocarpus_006154-R1
Morus_006155-R1	Batocarpus_006155-R1
Morus_006157-R1	Batocarpus_006157-R1
Morus_006158-R1	Batocarpus_006158-R1
Morus_006159-R1	Batocarpus_006159-R1
Morus_006160-R1	Batocarpus_006160-R1
Morus_006161-R1	Batocarpus_006161-R1
Morus_006164-R1	Batocarpus_006164-R1
Morus_006165-R1	Batocarpus_006165-R1
Morus_006166-R1	Batocarpus_006166-R1
Morus_006167-R1	Batocarpus_006167-R1
Morus_006168-R2	Batocarpus_006168-R2
Morus_unassigned_transcript_2936	Batocarpus_006169-R1
Morus_006170-R1	Batocarpus_006170-R1
Morus_006171-R3	Batocarpus_006171-R3
Morus_006174-R1	Batocarpus_006174-R1
Morus_006176-R1	Batocarpus_006176-R1
Morus_006177-R1	Batocarpus_006177-R1
Morus_006178-R1	Batocarpus_006178-R1
Morus_006179-R1	Batocarpus_006179-R1
Morus_006180-R3	Batocarpus_006180-R3
Morus_006181-R1	Batocarpus_006181-R1
Morus_006182-R1	Batocarpus_006182-R1
Morus_006183-R1	Batocarpus_006183-R1
Morus_006184-R1	Batocarpus_006184-R1
Morus_006185-R1	Batocarpus_006185-R1
Morus_006187-R1	Batocarpus_006187-R1
Morus_006188-R1	Batocarpus_006188-R1
Morus_006189-R1	Batocarpus_006189-R1
Morus_006190-R1	Batocarpus_006190-R1
Morus_006191-R1	Batocarpus_006191-R1
Morus_006193-R1	Batocarpus_006193-R1
Morus_006195-R1	Batocarpus_006195-R1
Morus_006197-R1	Batocarpus_006197-R1
Morus_006200-R1	Batocarpus_006200-R1
Morus_006201-R1	Batocarpus_006201-R1
Morus_006204-R1	Batocarpus_006204-R1
Morus_006207-R1	Batocarpus_006207-R1
Morus_006208-R1	Batocarpus_006208-R1
Morus_006210-R1	Batocarpus_006210-R1
Morus_006211-R1	Batocarpus_006211-R1
Morus_006212-R1	Batocarpus_006212-R1
Morus_006213-R1	Batocarpus_006213-R1
Morus_006215-R1	Batocarpus_006215-R1
Morus_006216-R1	Batocarpus_006216-R1
Morus_006217-R1	Batocarpus_006217-R1
Morus_006219-R1	Batocarpus_006219-R1
Morus_006220-R1	Batocarpus_006220-R1
Morus_006221-R1	Batocarpus_006221-R1
Morus_006223-R1	Batocarpus_006223-R1
Morus_006224-R1	Batocarpus_006224-R1
Morus_006225-R1	Batocarpus_006225-R1
Morus_006226-R1	Batocarpus_006226-R1
Morus_006228-R1	Batocarpus_006228-R1
Morus_006232-R1	Batocarpus_006232-R1
Morus_006234-R1	Batocarpus_006234-R1
Morus_006235-R1	Batocarpus_006235-R1
Morus_006236-R1	Batocarpus_006236-R1
Morus_006237-R1	Batocarpus_006237-R1
Morus_006238-R1	Batocarpus_006238-R1
Morus_006240-R1	Batocarpus_006240-R1
Morus_006243-R1	Batocarpus_006243-R1
Morus_006244-R1	Batocarpus_006244-R1
Morus_006245-R1	Batocarpus_006245-R1
Morus_006247-R1	Batocarpus_006247-R1
Morus_006249-R1	Batocarpus_006249-R1
Morus_006250-R1	Batocarpus_006250-R1
Morus_006251-R1	Batocarpus_006251-R1
Morus_006252-R1	Batocarpus_006252-R1
Morus_006253-R1	Batocarpus_006253-R1
Morus_006255-R1	Batocarpus_006255-R1
Morus_006256-R1	Batocarpus_006256-R1
Morus_006258-R2	Batocarpus_006258-R2
Morus_006259-R1	Batocarpus_006259-R1
Morus_006260-R1	Batocarpus_006260-R1
Morus_006262-R1	Batocarpus_006262-R1
Morus_006266-R1	Batocarpus_006266-R1
Morus_006267-R1	Batocarpus_006267-R1
Morus_006268-R2	Batocarpus_006268-R2
Morus_006270-R1	Batocarpus_006270-R1
Morus_006271-R1	Batocarpus_006271-R1
Morus_006272-R1	Batocarpus_006272-R1
Morus_006275-R1	Batocarpus_006275-R1
Morus_006279-R1	Batocarpus_006279-R1
Morus_006280-R1	Batocarpus_006280-R1
Morus_006282-R1	Batocarpus_006282-R1
Morus_006284-R1	Batocarpus_006284-R1
Morus_006286-R1	Batocarpus_006286-R1
Morus_006288-R1	Batocarpus_006288-R1
Morus_006289-R1	Batocarpus_006289-R1
Morus_006291-R1	Batocarpus_006291-R1
Morus_006292-R1	Batocarpus_006292-R1
Morus_006293-R1	Batocarpus_006293-R1
Morus_006294-R1	Batocarpus_006294-R1
Morus_006295-R1	Batocarpus_006295-R1
Morus_006296-R1	Batocarpus_006296-R1
Morus_006297-R2	Batocarpus_006297-R2
Morus_006300-R1	Batocarpus_006300-R1
Morus_006301-R2	Batocarpus_006301-R2
Morus_006304-R1	Batocarpus_006304-R1
Morus_006305-R1	Batocarpus_006305-R1
Morus_006306-R1	Batocarpus_006306-R1
Morus_006307-R1	Batocarpus_006307-R1
Morus_006309-R1	Batocarpus_006309-R1
Morus_006310-R1	Batocarpus_006310-R1
Morus_006311-R1	Batocarpus_006311-R1
Morus_006312-R1	Batocarpus_006312-R1
Morus_006313-R1	Batocarpus_006313-R1
Morus_006315-R1	Batocarpus_006315-R1
Morus_006317-R1	Batocarpus_006317-R1
Morus_006318-R1	Batocarpus_006318-R1
Morus_006319-R1	Batocarpus_006319-R1
Morus_006320-R2	Batocarpus_006320-R2
