Morus_000003-R1	Bato_000003-R1	ArtoA_013067-R1	ArtoB_020652-R1
Morus_016778-R2	Bato_016778-R2	ArtoA_unassigned_transcript_1061	ArtoB_004479-R1
Morus_016782-R1	Bato_016782-R1	ArtoA_unassigned_transcript_9017	ArtoB_003499-R1
Morus_016791-R1	Bato_016791-R1	ArtoA_005831-R2	ArtoB_004742-R1
Morus_016796-R1	Bato_016796-R1	ArtoA_unassigned_transcript_9054	ArtoB_005019-R1
Morus_016799-R1	Bato_016799-R1	ArtoA_006211-R1	ArtoB_003654-R1
Morus_016800-R1	Bato_016800-R1	ArtoA_unassigned_transcript_9057	ArtoB_004750-R1
Morus_016805-R1	Bato_016805-R1	ArtoA_014068-R1	ArtoB_018652-R1
Morus_016806-R7	Bato_016806-R7	ArtoA_005825-R3	ArtoB_004462-R1
Morus_016808-R1	Bato_016808-R1	ArtoA_unassigned_transcript_8800	ArtoB_003822-R1
Morus_016810-R1	Bato_016810-R1	ArtoA_006313-R1	ArtoB_004144-R1
Morus_016811-R1	Bato_016811-R1	ArtoA_005432-R1	ArtoB_004179-R1
Morus_016812-R1	Bato_016812-R1	ArtoA_010806-R1	ArtoB_001191-R1
Morus_016815-R1	Bato_016815-R1	ArtoA_006466-R1	ArtoB_003556-R1
Morus_016818-R1	Bato_016818-R1	ArtoA_005575-R1	ArtoB_005137-R1
Morus_016819-R1	Bato_016819-R1	ArtoA_005803-R1	ArtoB_004451-R1
Morus_016821-R1	Bato_016821-R1	ArtoA_006560-R1	ArtoB_004415-R1
Morus_016822-R1	Bato_016822-R1	ArtoA_005668-R1	ArtoB_003900-R1
Morus_016823-R1	Bato_016823-R1	ArtoA_011837-R1	ArtoB_028097-R2
Morus_016825-R1	Bato_016825-R1	ArtoA_005204-R1	ArtoB_004898-R1
Morus_016828-R1	Bato_016828-R1	ArtoA_005206-R1	ArtoB_004897-R1
Morus_016833-R1	Bato_016833-R1	ArtoA_011726-R1	ArtoB_031295-R1
Morus_016838-R1	Bato_016838-R1	ArtoA_011728-R1	ArtoB_031303-R1
Morus_016839-R1	Bato_016839-R1	ArtoA_005793-R1	ArtoB_004023-R1
Morus_016840-R1	Bato_016840-R1	ArtoA_005792-R1	ArtoB_unassigned_transcript_8502
Morus_016844-R1	Bato_016844-R1	ArtoA_005582-R1	ArtoB_004859-R1
Morus_016846-R1	Bato_016846-R1	ArtoA_006422-R1	ArtoB_004798-R1
Morus_016852-R1	Bato_016852-R1	ArtoA_unassigned_transcript_8628	ArtoB_004445-R1
Morus_016855-R1	Bato_016855-R1	ArtoA_006476-R1	ArtoB_003880-R1
Morus_016857-R1	Bato_016857-R1	ArtoA_006475-R1	ArtoB_003661-R1
Morus_016858-R1	Bato_016858-R1	ArtoA_005568-R1	ArtoB_003954-R1
Morus_016860-R1	Bato_016860-R1	ArtoA_005797-R1	ArtoB_004416-R1
Morus_016861-R1	Bato_016861-R1	ArtoA_unassigned_transcript_8728	ArtoB_003937-R1
Morus_016862-R1	Bato_016862-R1	ArtoA_005525-R1	ArtoB_unassigned_transcript_8456
Morus_016863-R1	Bato_016863-R1	ArtoA_unassigned_transcript_8709	ArtoB_005103-R1
Morus_016864-R1	Bato_016864-R1	ArtoA_006531-R1	ArtoB_003891-R1
Morus_016865-R1	Bato_016865-R1	ArtoA_006256-R1	ArtoB_003970-R1
Morus_016867-R1	Bato_016867-R1	ArtoA_006660-R1	ArtoB_004945-R1
Morus_016868-R1	Bato_016868-R1	ArtoA_unassigned_transcript_8899	ArtoB_004027-R1
Morus_016870-R2	Bato_016870-R2	ArtoA_006308-R1	ArtoB_003444-R1
Morus_016871-R1	Bato_016871-R1	ArtoA_006376-R1	ArtoB_003960-R1
Morus_016872-R1	Bato_016872-R1	ArtoA_unassigned_transcript_8630	ArtoB_003961-R1
Morus_016877-R1	Bato_016877-R1	ArtoA_006391-R1	ArtoB_003892-R1
Morus_016878-R1	Bato_016878-R1	ArtoA_006388-R1	ArtoB_003969-R1
Morus_016880-R1	Bato_016880-R1	ArtoA_014325-R1	ArtoB_022080-R1
Morus_016881-R1	Bato_016881-R1	ArtoA_005220-R1	ArtoB_003575-R1
Morus_016883-R1	Bato_016883-R1	ArtoA_005420-R1	ArtoB_004864-R1
Morus_016884-R1	Bato_016884-R1	ArtoA_005421-R2	ArtoB_004863-R1
Morus_016885-R1	Bato_016885-R1	ArtoA_005789-R1	ArtoB_005018-R1
Morus_016886-R2	Bato_016886-R2	ArtoA_005557-R2	ArtoB_003792-R1
Morus_016890-R1	Bato_016890-R1	ArtoA_006685-R1	ArtoB_004833-R2
Morus_016891-R1	Bato_016891-R1	ArtoA_005177-R1	ArtoB_003624-R1
Morus_016895-R1	Bato_016895-R1	ArtoA_006414-R1	ArtoB_004787-R1
Morus_016897-R2	Bato_016897-R2	ArtoA_005937-R1	ArtoB_004174-R1
Morus_016898-R1	Bato_016898-R1	ArtoA_005888-R1	ArtoB_005070-R2
Morus_016899-R1	Bato_016899-R1	ArtoA_005865-R1	ArtoB_004134-R1
Morus_016900-R1	Bato_016900-R1	ArtoA_006130-R1	ArtoB_004182-R1
Morus_016901-R3	Bato_016901-R3	ArtoA_006188-R2	ArtoB_004181-R2
Morus_016902-R1	Bato_016902-R1	ArtoA_unassigned_transcript_968	ArtoB_001855-R1
Morus_016904-R1	Bato_016904-R1	ArtoA_006584-R1	ArtoB_003930-R1
Morus_016906-R1	Bato_016906-R1	ArtoA_005922-R1	ArtoB_003519-R1
Morus_016909-R1	Bato_016909-R1	ArtoA_005600-R2	ArtoB_004643-R1
Morus_016910-R1	Bato_016910-R1	ArtoA_005601-R1	ArtoB_005128-R1
Morus_016911-R1	Bato_016911-R1	ArtoA_006379-R1	ArtoB_004292-R1
Morus_016912-R1	Bato_016912-R1	ArtoA_005200-R2	ArtoB_003451-R1
Morus_016916-R1	Bato_016916-R1	ArtoA_005897-R1	ArtoB_unassigned_transcript_8501
Morus_016917-R1	Bato_016917-R1	ArtoA_unassigned_transcript_8623	ArtoB_004437-R1
Morus_016918-R1	Bato_016918-R1	ArtoA_009862-R1	ArtoB_unassigned_transcript_786
Morus_016921-R1	Bato_016921-R1	ArtoA_006427-R1	ArtoB_004856-R1
Morus_016924-R1	Bato_016924-R1	ArtoA_005712-R2	ArtoB_003917-R1
Morus_016925-R1	Bato_016925-R1	ArtoA_005714-R1	ArtoB_003918-R1
Morus_016926-R2	Bato_016926-R2	ArtoA_005713-R1	ArtoB_004190-R1
Morus_016927-R1	Bato_016927-R1	ArtoA_unassigned_transcript_8657	ArtoB_004777-R1
Morus_016929-R1	Bato_016929-R1	ArtoA_005980-R1	ArtoB_003733-R1
Morus_016930-R1	Bato_016930-R1	ArtoA_005984-R1	ArtoB_004266-R1
Morus_016933-R1	Bato_016933-R1	ArtoA_005164-R1	ArtoB_004239-R1
Morus_016936-R1	Bato_016936-R1	ArtoA_005145-R1	ArtoB_004425-R1
Morus_016937-R1	Bato_016937-R1	ArtoA_005146-R1	ArtoB_004426-R1
Morus_016938-R1	Bato_016938-R1	ArtoA_006189-R1	ArtoB_003594-R1
Morus_016940-R1	Bato_016940-R1	ArtoA_012210-R2	ArtoB_030715-R1
Morus_016941-R1	Bato_016941-R1	ArtoA_006629-R1	ArtoB_unassigned_transcript_8250
Morus_016942-R1	Bato_016942-R1	ArtoA_unassigned_transcript_8682	ArtoB_004356-R1
Morus_016944-R1	Bato_016944-R1	ArtoA_005552-R1	ArtoB_004017-R1
Morus_016948-R1	Bato_016948-R1	ArtoA_unassigned_transcript_230	ArtoB_unassigned_transcript_501
Morus_016949-R1	Bato_016949-R1	ArtoA_005411-R1	ArtoB_004154-R1
Morus_016950-R1	Bato_016950-R1	ArtoA_005412-R1	ArtoB_004155-R1
Morus_016954-R1	Bato_016954-R1	ArtoA_005869-R1	ArtoB_004147-R1
Morus_016958-R1	Bato_016958-R1	ArtoA_012033-R1	ArtoB_028136-R1
Morus_016959-R1	Bato_016959-R1	ArtoA_unassigned_transcript_8730	ArtoB_003603-R1
Morus_016960-R1	Bato_016960-R1	ArtoA_005646-R1	ArtoB_003604-R1
Morus_016962-R1	Bato_016962-R1	ArtoA_006390-R1	ArtoB_004454-R1
Morus_016963-R1	Bato_016963-R1	ArtoA_005796-R1	ArtoB_005071-R1
Morus_016964-R1	Bato_016964-R1	ArtoA_010575-R1	ArtoB_003770-R1
Morus_016966-R1	Bato_016966-R1	ArtoA_005735-R1	ArtoB_004469-R1
Morus_016967-R1	Bato_016967-R1	ArtoA_005744-R1	ArtoB_003541-R2
Morus_016968-R1	Bato_016968-R1	ArtoA_005830-R1	ArtoB_003643-R1
Morus_016970-R1	Bato_016970-R1	ArtoA_006488-R1	ArtoB_005042-R2
Morus_016971-R1	Bato_016971-R1	ArtoA_005801-R1	ArtoB_004194-R1
Morus_016972-R1	Bato_016972-R1	ArtoA_006492-R1	ArtoB_003564-R1
Morus_016975-R1	Bato_016975-R1	ArtoA_011659-R2	ArtoB_028491-R1
Morus_016977-R1	Bato_016977-R1	ArtoA_005168-R1	ArtoB_004952-R1
Morus_016981-R1	Bato_016981-R1	ArtoA_006327-R1	ArtoB_003902-R1
Morus_016982-R1	Bato_016982-R1	ArtoA_unassigned_transcript_8914	ArtoB_004877-R1
Morus_016985-R1	Bato_016985-R1	ArtoA_006721-R1	ArtoB_004943-R1
Morus_016986-R1	Bato_016986-R1	ArtoA_006707-R1	ArtoB_005110-R1
Morus_016987-R1	Bato_016987-R1	ArtoA_unassigned_transcript_8748	ArtoB_005111-R1
Morus_016990-R1	Bato_016990-R1	ArtoA_006332-R1	ArtoB_004301-R1
Morus_016991-R1	Bato_016991-R1	ArtoA_005252-R1	ArtoB_004809-R1
Morus_016992-R2	Bato_016992-R2	ArtoA_012079-R2	ArtoB_030615-R1
Morus_016993-R1	Bato_016993-R1	ArtoA_006558-R1	ArtoB_004359-R1
Morus_016995-R1	Bato_016995-R1	ArtoA_006263-R1	ArtoB_004015-R1
Morus_016996-R1	Bato_016996-R1	ArtoA_006459-R1	ArtoB_004789-R1
Morus_016997-R1	Bato_016997-R1	ArtoA_005902-R1	ArtoB_004799-R1
Morus_016998-R1	Bato_016998-R1	ArtoA_005596-R1	ArtoB_004921-R1
Morus_017000-R1	Bato_017000-R1	ArtoA_006541-R1	ArtoB_004276-R1
Morus_017006-R1	Bato_017006-R1	ArtoA_006668-R1	ArtoB_unassigned_transcript_8287
Morus_017007-R1	Bato_017007-R1	ArtoA_005900-R1	ArtoB_unassigned_transcript_8595
Morus_017008-R1	Bato_017008-R1	ArtoA_006643-R1	ArtoB_004217-R1
Morus_017009-R1	Bato_017009-R1	ArtoA_006649-R1	ArtoB_004145-R1
Morus_017012-R1	Bato_017012-R1	ArtoA_unassigned_transcript_8759	ArtoB_003448-R1
Morus_017013-R1	Bato_017013-R1	ArtoA_006680-R1	ArtoB_005069-R1
Morus_017014-R2	Bato_017014-R2	ArtoA_006450-R3	ArtoB_unassigned_transcript_8597
Morus_017015-R1	Bato_017015-R1	ArtoA_005004-R1	ArtoB_unassigned_transcript_340
Morus_017016-R1	Bato_017016-R1	ArtoA_010371-R1	ArtoB_029985-R1
Morus_017018-R1	Bato_017018-R1	ArtoA_005147-R1	ArtoB_003806-R1
Morus_017020-R1	Bato_017020-R1	ArtoA_005794-R1	ArtoB_003793-R1
Morus_017022-R1	Bato_017022-R1	ArtoA_005961-R1	ArtoB_003818-R1
Morus_017023-R1	Bato_017023-R1	ArtoA_005962-R1	ArtoB_003820-R1
Morus_017025-R1	Bato_017025-R1	ArtoA_005954-R1	ArtoB_003455-R1
Morus_017026-R1	Bato_017026-R1	ArtoA_005955-R1	ArtoB_003456-R1
Morus_017029-R1	Bato_017029-R1	ArtoA_006226-R1	ArtoB_003940-R1
Morus_017031-R1	Bato_017031-R1	ArtoA_005702-R1	ArtoB_unassigned_transcript_8360
Morus_017032-R1	Bato_017032-R1	ArtoA_005809-R1	ArtoB_004178-R1
Morus_017040-R1	Bato_017040-R1	ArtoA_005562-R1	ArtoB_004764-R1
Morus_017041-R1	Bato_017041-R1	ArtoA_005963-R1	ArtoB_004965-R1
Morus_017042-R1	Bato_017042-R1	ArtoA_unassigned_transcript_8979	ArtoB_004332-R1
Morus_017045-R4	Bato_017045-R4	ArtoA_005173-R6	ArtoB_004370-R1
Morus_017046-R1	Bato_017046-R1	ArtoA_006454-R1	ArtoB_004371-R1
Morus_017049-R1	Bato_017049-R1	ArtoA_006544-R1	ArtoB_003599-R1
Morus_017050-R1	Bato_017050-R1	ArtoA_unassigned_transcript_8760	ArtoB_004240-R1
Morus_017051-R1	Bato_017051-R1	ArtoA_006490-R2	ArtoB_004241-R1
Morus_017053-R1	Bato_017053-R1	ArtoA_005265-R1	ArtoB_003481-R1
Morus_017055-R1	Bato_unassigned_transcript_4462	ArtoA_005706-R1	ArtoB_004380-R1
Morus_017057-R1	Bato_017057-R1	ArtoA_006182-R1	ArtoB_003640-R1
Morus_017058-R2	Bato_017058-R2	ArtoA_005602-R1	ArtoB_005053-R1
Morus_017059-R1	Bato_017059-R1	ArtoA_006192-R1	ArtoB_004790-R1
Morus_017060-R1	Bato_017060-R1	ArtoA_008903-R1	ArtoB_029195-R1
Morus_017061-R1	Bato_017061-R1	ArtoA_005751-R1	ArtoB_004373-R1
Morus_017062-R1	Bato_017062-R1	ArtoA_005435-R1	ArtoB_004995-R1
Morus_017063-R1	Bato_017063-R1	ArtoA_006578-R1	ArtoB_004242-R1
Morus_017064-R1	Bato_017064-R1	ArtoA_005494-R1	ArtoB_004295-R1
Morus_017066-R2	Bato_017066-R2	ArtoA_006325-R1	ArtoB_004273-R1
Morus_017067-R1	Bato_017067-R1	ArtoA_005642-R1	ArtoB_003658-R1
Morus_017072-R1	Bato_016876-R1	ArtoA_unassigned_transcript_3395	ArtoB_004210-R1
Morus_017073-R1	Bato_017073-R1	ArtoA_006590-R1	ArtoB_unassigned_transcript_8509
Morus_017074-R1	Bato_017074-R1	ArtoA_006426-R1	ArtoB_004372-R1
Morus_017078-R1	Bato_017078-R1	ArtoA_005229-R1	ArtoB_003798-R1
Morus_017079-R1	Bato_017079-R1	ArtoA_006725-R1	ArtoB_unassigned_transcript_8272
Morus_017080-R1	Bato_017080-R1	ArtoA_005244-R1	ArtoB_005011-R1
Morus_017082-R1	Bato_017082-R1	ArtoA_005188-R2	ArtoB_004265-R1
Morus_017084-R1	Bato_017084-R1	ArtoA_005687-R1	ArtoB_004375-R1
Morus_017086-R1	Bato_017086-R1	ArtoA_006275-R1	ArtoB_003794-R1
Morus_017089-R1	Bato_017089-R1	ArtoA_006518-R1	ArtoB_004869-R1
Morus_017090-R1	Bato_017090-R1	ArtoA_005293-R1	ArtoB_003813-R1
Morus_017092-R1	Bato_017092-R1	ArtoA_005509-R1	ArtoB_unassigned_transcript_8345
Morus_017093-R1	Bato_017093-R1	ArtoA_005251-R1	ArtoB_005094-R1
Morus_017094-R1	Bato_017094-R1	ArtoA_unassigned_transcript_8937	ArtoB_003895-R1
Morus_017096-R1	Bato_017096-R1	ArtoA_005471-R1	ArtoB_003855-R1
Morus_017099-R1	Bato_017099-R1	ArtoA_005788-R1	ArtoB_004003-R1
Morus_017100-R1	Bato_017100-R1	ArtoA_006261-R1	ArtoB_004661-R1
Morus_017103-R1	Bato_017103-R1	ArtoA_006299-R1	ArtoB_004223-R1
Morus_017104-R2	Bato_017104-R2	ArtoA_006509-R1	ArtoB_003647-R1
Morus_017105-R1	Bato_017105-R1	ArtoA_012020-R1	ArtoB_032437-R1
Morus_017106-R1	Bato_017106-R1	ArtoA_005746-R1	ArtoB_003584-R1
Morus_017107-R1	Bato_017107-R1	ArtoA_005923-R1	ArtoB_005044-R1
Morus_017110-R1	Bato_017110-R1	ArtoA_005549-R1	ArtoB_004769-R1
Morus_017112-R1	Bato_017112-R1	ArtoA_010450-R1	ArtoB_003219-R1
Morus_017113-R1	Bato_017113-R1	ArtoA_005628-R1	ArtoB_004786-R1
Morus_017114-R1	Bato_017114-R1	ArtoA_005216-R1	ArtoB_004001-R1
Morus_017115-R1	Bato_017115-R1	ArtoA_unassigned_transcript_8739	ArtoB_004002-R1
Morus_017117-R1	Bato_017117-R1	ArtoA_006232-R1	ArtoB_003570-R1
Morus_017118-R1	Bato_017118-R1	ArtoA_unassigned_transcript_8967	ArtoB_unassigned_transcript_8541
Morus_017119-R1	Bato_017119-R1	ArtoA_unassigned_transcript_8916	ArtoB_004137-R2
Morus_017120-R1	Bato_017120-R1	ArtoA_005968-R1	ArtoB_004248-R1
Morus_017125-R1	Bato_017125-R1	ArtoA_006303-R1	ArtoB_004163-R1
Morus_017127-R1	Bato_017127-R1	ArtoA_006229-R3	ArtoB_003840-R1
Morus_017128-R1	Bato_017128-R1	ArtoA_unassigned_transcript_8746	ArtoB_004007-R1
Morus_017129-R1	Bato_017129-R1	ArtoA_unassigned_transcript_8939	ArtoB_005049-R1
Morus_017130-R1	Bato_017130-R1	ArtoA_005666-R1	ArtoB_004608-R1
Morus_017136-R1	Bato_017136-R1	ArtoA_006548-R2	ArtoB_004264-R1
Morus_017138-R1	Bato_017138-R1	ArtoA_006564-R1	ArtoB_005010-R1
Morus_017140-R1	Bato_017140-R1	ArtoA_010065-R1	ArtoB_005877-R1
Morus_017143-R1	Bato_017143-R1	ArtoA_unassigned_transcript_8865	ArtoB_003955-R1
Morus_017144-R1	Bato_017144-R1	ArtoA_005741-R1	ArtoB_004340-R1
Morus_017146-R1	Bato_017146-R1	ArtoA_unassigned_transcript_8833	ArtoB_004059-R1
Morus_017148-R1	Bato_017148-R1	ArtoA_005455-R2	ArtoB_003841-R1
Morus_017149-R1	Bato_017149-R1	ArtoA_011765-R1	ArtoB_028549-R1
Morus_017150-R1	Bato_017150-R1	ArtoA_005456-R1	ArtoB_unassigned_transcript_8337
Morus_017154-R1	Bato_017154-R1	ArtoA_005684-R1	ArtoB_unassigned_transcript_8412
Morus_017156-R1	Bato_017156-R1	ArtoA_005616-R1	ArtoB_005054-R1
Morus_017159-R1	Bato_017159-R1	ArtoA_005142-R1	ArtoB_004044-R1
Morus_017160-R1	Bato_017160-R1	ArtoA_006098-R1	ArtoB_004121-R1
Morus_017162-R1	Bato_017162-R1	ArtoA_005783-R1	ArtoB_005038-R1
Morus_017166-R3	Bato_017166-R3	ArtoA_006300-R1	ArtoB_004924-R1
Morus_017167-R1	Bato_017167-R1	ArtoA_006532-R1	ArtoB_004321-R1
Morus_017168-R1	Bato_017168-R1	ArtoA_006312-R1	ArtoB_unassigned_transcript_8551
Morus_017169-R1	Bato_017169-R1	ArtoA_005274-R1	ArtoB_004453-R1
Morus_017170-R1	Bato_017170-R1	ArtoA_unassigned_transcript_8737	ArtoB_004467-R1
Morus_017171-R1	Bato_017171-R1	ArtoA_006401-R1	ArtoB_004055-R1
Morus_017172-R1	Bato_017172-R1	ArtoA_005726-R1	ArtoB_004171-R1
Morus_017173-R1	Bato_017173-R1	ArtoA_006540-R1	ArtoB_unassigned_transcript_8230
Morus_017175-R1	Bato_017175-R1	ArtoA_005693-R1	ArtoB_003942-R2
Morus_017177-R1	Bato_017177-R1	ArtoA_005667-R1	ArtoB_004756-R1
Morus_017180-R1	Bato_017180-R1	ArtoA_005884-R1	ArtoB_004173-R1
Morus_017181-R1	Bato_017181-R1	ArtoA_005556-R1	ArtoB_004196-R1
Morus_017182-R1	Bato_017182-R1	ArtoA_005909-R1	ArtoB_003474-R1
Morus_017183-R1	Bato_017183-R1	ArtoA_005218-R1	ArtoB_004465-R2
Morus_017185-R1	Bato_017185-R1	ArtoA_006231-R1	ArtoB_unassigned_transcript_8434
Morus_017187-R1	Bato_017187-R1	ArtoA_006353-R1	ArtoB_003809-R1
Morus_017192-R1	Bato_017192-R1	ArtoA_unassigned_transcript_8947	ArtoB_003993-R1
Morus_017194-R1	Bato_017194-R1	ArtoA_006350-R1	ArtoB_003963-R1
Morus_017195-R1	Bato_017195-R1	ArtoA_006556-R1	ArtoB_unassigned_transcript_8408
Morus_017196-R1	Bato_017196-R1	ArtoA_005747-R1	ArtoB_004029-R1
Morus_017198-R1	Bato_017198-R1	ArtoA_unassigned_transcript_8989	ArtoB_004726-R1
Morus_017199-R1	Bato_017199-R1	ArtoA_unassigned_transcript_7973	ArtoB_unassigned_transcript_8584
Morus_017201-R12	Bato_017201-R12	ArtoA_005196-R2	ArtoB_003872-R3
Morus_017203-R1	Bato_017203-R1	ArtoA_005477-R1	ArtoB_004159-R1
Morus_017204-R1	Bato_017204-R1	ArtoA_005944-R1	ArtoB_004471-R1
Morus_017205-R1	Bato_017205-R1	ArtoA_005916-R1	ArtoB_005079-R1
Morus_017207-R1	Bato_017207-R1	ArtoA_unassigned_transcript_8832	ArtoB_004989-R1
Morus_017209-R1	Bato_017209-R1	ArtoA_005527-R1	ArtoB_003472-R1
Morus_017210-R1	Bato_017210-R1	ArtoA_005528-R1	ArtoB_003473-R1
Morus_017214-R1	Bato_017214-R1	ArtoA_005905-R1	ArtoB_004257-R1
Morus_017215-R1	Bato_017215-R1	ArtoA_006536-R1	ArtoB_004168-R1
Morus_017217-R1	Bato_017217-R1	ArtoA_006242-R1	ArtoB_unassigned_transcript_8233
Morus_017218-R1	Bato_017218-R1	ArtoA_005913-R1	ArtoB_004844-R2
Morus_017219-R1	Bato_017219-R1	ArtoA_005232-R1	ArtoB_004016-R1
Morus_017222-R1	Bato_017222-R1	ArtoA_006432-R1	ArtoB_003992-R1
Morus_017226-R1	Bato_017226-R1	ArtoA_006429-R1	ArtoB_004383-R1
Morus_017228-R1	Bato_017228-R1	ArtoA_unassigned_transcript_991	ArtoB_003884-R1
Morus_017229-R1	Bato_017229-R1	ArtoA_005928-R1	ArtoB_003521-R1
Morus_017230-R1	Bato_017230-R1	ArtoA_006700-R1	ArtoB_unassigned_transcript_8482
Morus_017232-R1	Bato_017232-R1	ArtoA_006583-R1	ArtoB_004483-R1
Morus_017234-R1	Bato_017234-R1	ArtoA_006622-R1	ArtoB_unassigned_transcript_8458
Morus_017236-R1	Bato_017236-R1	ArtoA_006295-R2	ArtoB_004369-R1
Morus_017237-R1	Bato_017237-R1	ArtoA_007093-R1	ArtoB_030745-R1
Morus_017240-R1	Bato_017240-R1	ArtoA_unassigned_transcript_8683	ArtoB_unassigned_transcript_8253
Morus_017246-R1	Bato_017246-R1	ArtoA_012119-R1	ArtoB_unassigned_transcript_726
Morus_017250-R2	Bato_017250-R2	ArtoA_005651-R3	ArtoB_unassigned_transcript_8304
Morus_017254-R1	Bato_017254-R1	ArtoA_005457-R1	ArtoB_unassigned_transcript_8293
Morus_017256-R1	Bato_017256-R1	ArtoA_006180-R1	ArtoB_003625-R1
Morus_017257-R1	Bato_017257-R1	ArtoA_006449-R1	ArtoB_003538-R1
Morus_017261-R1	Bato_017261-R1	ArtoA_006739-R1	ArtoB_unassigned_transcript_8453
Morus_017264-R1	Bato_017264-R1	ArtoA_005767-R1	ArtoB_003615-R1
Morus_017266-R4	Bato_017266-R4	ArtoA_005426-R1	ArtoB_004261-R1
Morus_017267-R1	Bato_017267-R1	ArtoA_005427-R1	ArtoB_004263-R1
Morus_017273-R1	Bato_017273-R1	ArtoA_006530-R1	ArtoB_004830-R2
Morus_017277-R1	Bato_017277-R1	ArtoA_006424-R1	ArtoB_004382-R4
Morus_017279-R1	Bato_017279-R1	ArtoA_005774-R1	ArtoB_unassigned_transcript_8457
Morus_017280-R1	Bato_017280-R1	ArtoA_unassigned_transcript_8763	ArtoB_003543-R1
Morus_017281-R1	Bato_017281-R1	ArtoA_005779-R1	ArtoB_004216-R1
Morus_017283-R1	Bato_017283-R1	ArtoA_005780-R2	ArtoB_003869-R1
Morus_017284-R1	Bato_017284-R1	ArtoA_006079-R1	ArtoB_004624-R1
Morus_017287-R1	Bato_017287-R1	ArtoA_005728-R1	ArtoB_004247-R1
Morus_017288-R3	Bato_017288-R3	ArtoA_006478-R3	ArtoB_003850-R2
Morus_017291-R1	Bato_017291-R1	ArtoA_005754-R1	ArtoB_004459-R1
Morus_017293-R1	Bato_017293-R1	ArtoA_005659-R1	ArtoB_004309-R1
Morus_017294-R1	Bato_017294-R1	ArtoA_005813-R1	ArtoB_003829-R1
Morus_017295-R1	Bato_017295-R1	ArtoA_005222-R1	ArtoB_004180-R1
Morus_017299-R1	Bato_017299-R1	ArtoA_006292-R1	ArtoB_005001-R1
Morus_017301-R1	Bato_017301-R1	ArtoA_005868-R1	ArtoB_004891-R1
Morus_017302-R1	Bato_017302-R1	ArtoA_005660-R1	ArtoB_004108-R1
Morus_017306-R1	Bato_017306-R1	ArtoA_005172-R1	ArtoB_005062-R1
Morus_017307-R1	Bato_017307-R1	ArtoA_006196-R1	ArtoB_003562-R1
Morus_017308-R1	Bato_017308-R1	ArtoA_006198-R1	ArtoB_003563-R1
Morus_017310-R1	Bato_017310-R1	ArtoA_005590-R1	ArtoB_003652-R1
Morus_017312-R1	Bato_017312-R1	ArtoA_005207-R1	ArtoB_003825-R1
Morus_017313-R1	Bato_017313-R1	ArtoA_010381-R2	ArtoB_033915-R1
Morus_017314-R1	Bato_017314-R1	ArtoA_unassigned_transcript_8868	ArtoB_004435-R1
Morus_017315-R1	Bato_017315-R1	ArtoA_005547-R1	ArtoB_unassigned_transcript_8554
Morus_017317-R1	Bato_017317-R1	ArtoA_005805-R1	ArtoB_003816-R1
Morus_017319-R1	Bato_017319-R1	ArtoA_005536-R1	ArtoB_unassigned_transcript_8206
Morus_017324-R1	Bato_017324-R1	ArtoA_005608-R1	ArtoB_004832-R1
Morus_017327-R1	Bato_017327-R1	ArtoA_006355-R1	ArtoB_004161-R1
Morus_017332-R1	Bato_017332-R1	ArtoA_006634-R1	ArtoB_004593-R1
Morus_017333-R1	Bato_017333-R1	ArtoA_005493-R1	ArtoB_unassigned_transcript_8491
Morus_017339-R1	Bato_017339-R1	ArtoA_011802-R1	ArtoB_032176-R1
Morus_017340-R2	Bato_017340-R2	ArtoA_unassigned_transcript_8941	ArtoB_005098-R1
Morus_017342-R1	Bato_017342-R1	ArtoA_005938-R1	ArtoB_003480-R1
Morus_017343-R1	Bato_017343-R1	ArtoA_006670-R1	ArtoB_004824-R1
Morus_017345-R1	Bato_017345-R1	ArtoA_006409-R1	ArtoB_004303-R1
Morus_017346-R3	Bato_017346-R3	ArtoA_006410-R2	ArtoB_004304-R1
Morus_017348-R1	Bato_017348-R1	ArtoA_unassigned_transcript_8681	ArtoB_unassigned_transcript_8249
Morus_017349-R1	Bato_017349-R1	ArtoA_005964-R1	ArtoB_004243-R1
Morus_017350-R1	Bato_017350-R1	ArtoA_006377-R1	ArtoB_unassigned_transcript_8228
Morus_017353-R1	Bato_017353-R1	ArtoA_006613-R1	ArtoB_004079-R1
Morus_017354-R1	Bato_017354-R1	ArtoA_006614-R1	ArtoB_unassigned_transcript_8207
Morus_017356-R1	Bato_017356-R1	ArtoA_006293-R1	ArtoB_004895-R1
Morus_017360-R1	Bato_017360-R1	ArtoA_006671-R1	ArtoB_004214-R1
Morus_017361-R1	Bato_017361-R1	ArtoA_006676-R1	ArtoB_003800-R1
Morus_017363-R1	Bato_017363-R1	ArtoA_unassigned_transcript_8672	ArtoB_004317-R1
Morus_017364-R1	Bato_017364-R1	ArtoA_014534-R1	ArtoB_023554-R1
Morus_017368-R1	Bato_017368-R1	ArtoA_006178-R2	ArtoB_004280-R1
Morus_017371-R1	Bato_017371-R1	ArtoA_005827-R1	ArtoB_004101-R1
Morus_017373-R1	Bato_017373-R1	ArtoA_unassigned_transcript_1042	ArtoB_004508-R1
Morus_017378-R1	Bato_017378-R1	ArtoA_006617-R1	ArtoB_004666-R1
Morus_017379-R1	Bato_017379-R1	ArtoA_006616-R1	ArtoB_004387-R1
